x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
0.5488135039273248,0.7151893663724195,0.6027633760716439,0.5448831829968969,0.4236547993389047,0.6458941130666561,0.4375872112626925,0.8917730007820798,0.9636627605010293,0.3834415188257777,0.6112133679885493,0.7235611788529015,0.6088655043509852,0.5178463194464582,17.546114947962494
0.07103605819788694,0.08712929970154071,0.02021839744032572,0.832619845547938,0.7781567509498505,0.8700121482468192,0.978618342232764,0.7991585642167236,0.46147936225293185,0.7805291762864555,0.029255793509012064,0.11286558731619663,0.010329589934821179,0.813500296259158,17.347844113607536
0.5218483217500717,0.4146619399905236,0.26455561210462697,0.7742336894342167,0.45615033221654855,0.5684339488686485,0.018789800436355142,0.6176354970758771,0.6120957227224214,0.6169339968747569,0.535948359487352,0.39931370730022225,0.2821965274194074,0.7802604975934486,17.750855257113322
0.6976311959272649,0.06022547162926983,0.6667667154456677,0.6706378696181594,0.2103825610738409,0.1289262976548533,0.31542835092418386,0.3637107709426226,0.5701967704178796,0.43860151346232035,0.6819995822286381,0.06666537089858507,0.6298542179609489,0.6816286325764954,9.963253354252965
0.6531083254653984,0.2532916025397821,0.4663107728563063,0.24442559200160274,0.15896958364551972,0.11037514116430513,0.6563295894652734,0.1381829513486138,0.1965823616800535,0.3687251706609641,0.6402730639049207,0.252368939505375,0.4971623866082281,0.2452029402976172,8.560656863248292
0.9764594650133958,0.4686512016477016,0.9767610881903371,0.604845519745046,0.7392635793983017,0.039187792254320675,0.2828069625764096,0.1201965612131689,0.29614019752214493,0.11872771895424405,0.9600939390689425,0.4933119295720547,0.9756221531847052,0.6349275724820297,24.534912990257958
0.5666014542065752,0.2653894909394454,0.5232480534666997,0.09394051075844168,0.5759464955561793,0.9292961975762141,0.31856895245132366,0.6674103799636817,0.13179786240439217,0.7163272041185655,0.5479548959891868,0.25794335063976953,0.4986921709018171,0.06089487987661462,8.712831064916086
0.8289400292173631,0.004695476192547066,0.6778165367962301,0.27000797319216485,0.7351940221225949,0.9621885451174382,0.24875314351995803,0.5761573344178369,0.592041931271839,0.5722519057908734,0.8330239496995376,-0.010928704724435216,0.6592737264503965,0.2734135426858257,7.46332356867766
0.6994792753175043,0.29743695085513366,0.8137978197024772,0.39650574084698464,0.8811031971111616,0.5812728726358587,0.8817353618548528,0.6925315900777659,0.7252542798196405,0.5013243819267023,0.6729930396442523,0.2954126023757005,0.8006841151536849,0.4424623870558312,16.753152586255574
0.019193198309333526,0.30157481667454933,0.660173537492685,0.29007760721044407,0.6180154289988415,0.42876870094576613,0.13547406422245023,0.29828232595603077,0.5699649107012649,0.5908727612481732,-0.0017085898162969085,0.26759586952229697,0.6463362081738464,0.2939460214576393,7.018418788377875
0.896546595851063,0.36756187004789653,0.4358649252656268,0.8919233550156721,0.8061939890460857,0.7038885835403663,0.10022688731230112,0.9194826137446735,0.7142412995491114,0.9988470065678665,0.874600063971799,0.3536987915925871,0.40396769614752986,0.8707414650648339,21.96508913951792
0.12381998284944151,0.8480082293222344,0.8073189587250107,0.5691007386145933,0.40718329722599966,0.06916699545513805,0.6974287731445636,0.45354268267806885,0.7220555994703479,0.8663823259286292,0.13230723636259853,0.8701778277853109,0.8172439789988751,0.5931747296782512,13.187630880404361
0.729990562424058,0.17162967726144052,0.5210366062041293,0.05433798833925363,0.19999652489640007,0.01852179446061397,0.7936977033574206,0.22392468806038013,0.3453516806969027,0.9280812934655909,0.7279973899163306,0.18775074716333967,0.53115340247498,0.05380591351787337,5.720029547301995
0.5772285886041676,0.23789282137450862,0.9342139979247938,0.613965955965896,0.5356328030249583,0.589909976354571,0.7301220295167696,0.31194499547960186,0.3982210622160919,0.20984374897512215,0.5162752746163006,0.23375005775759583,0.9572728751011964,0.5938287273065967,17.10270218382884
0.22741462797332324,0.25435648177039294,0.05802916032387562,0.4344166255581208,0.3117958819941026,0.6963434888154595,0.3777518392924809,0.1796036775596348,0.02467872839133123,0.06724963146324858,0.2728560952206351,0.27502096848098395,0.09599210263364173,0.47850295730462933,11.949782828629122
0.9903389473967044,0.21689698439847394,0.6630782031001008,0.26332237673715064,0.02065099946572868,0.7583786538361414,0.32001715082246784,0.38346389417189797,0.5883171135536057,0.8310484552361904,0.9378219575627545,0.24082979450320108,0.6692750847918104,0.2928866725764659,9.848551220349089
0.1856359443059522,0.9527916569719446,0.6874882763878153,0.21550767711355845,0.9473705904889242,0.7308558067701578,0.25394164259502583,0.21331197736748198,0.5182007139306632,0.025662718054531575,0.21009892780190242,0.9384625462794253,0.6628771247271592,0.19065301827730285,13.202639353325166
0.2776287062947319,0.5867843464581688,0.8638556059232314,0.11753185596203308,0.5173791071541142,0.1320681063451533,0.7168596811925937,0.39605970280729375,0.565421311858509,0.18327983621407862,0.28186140874201066,0.5634914895347591,0.8399965268919534,0.1022166928557964,11.640051972655314
0.7653252538069653,0.7486636198505473,0.9037197397459334,0.08342243544201855,0.5521924699224066,0.5844760689557689,0.961936378547229,0.29214752679254885,0.24082877991544682,0.10029394226549782,0.7734871458890304,0.7286243824694787,0.9299333986743943,0.0638829723872241,16.925983215177318
0.2817301057539491,0.5864101661863267,0.06395526612098112,0.4856275959346229,0.9774951397444468,0.8765052453165908,0.33815895183684563,0.9615701545414985,0.2317016264712045,0.9493188224156814,0.3159171922371218,0.5608745162693378,0.05893241389966732,0.4881913985810687,18.839374853214224
0.2930202845077967,0.8489435553129182,0.6178766919175238,0.01323685775889949,0.34723351793221957,0.14814086094816503,0.9818293898182532,0.47837030703998806,0.4973913654986627,0.6394725163987236,0.26893004990305647,0.830577739514143,0.6240487794132128,0.0015828177820619276,9.522474267340304
0.511318982546456,0.22431702897473926,0.09784448449403405,0.8621915174216833,0.9729194890231303,0.9608346580630002,0.906555499221179,0.7740473326986388,0.3331451520286419,0.08110138998799676,0.49713735406651827,0.2138977266721653,0.10241454001416961,0.8412060834578481,20.579575578275485
0.7255943642105788,0.011427458625031028,0.7705807485027762,0.14694664540037505,0.07952208258675575,0.08960303423860538,0.6720478073539145,0.24536720985284477,0.42053946668009845,0.5573687913239169,0.7671798929015268,-0.03566368137796903,0.7715575111823766,0.14322702427657819,3.9244408093572183
0.05537432042119794,0.3015986344809425,0.26211814923967824,0.45614056680047965,0.6832813355476804,0.6956254456388572,0.28351884658216664,0.3799269559001205,0.18115096173690304,0.7885455123065187,0.04646993118497854,0.2665643346397003,0.2776154172741535,0.41435147098703445,9.966622020918583
0.25942256434535493,0.37381313793256143,0.587599635196389,0.272821902424467,0.3708527992178887,0.19705428018563964,0.4598558837560074,0.044612301254114084,0.799795884570618,0.07695644698663273,0.2724728673280358,0.3712446306618015,0.5741247792132417,0.2408622566793328,8.068246797754407
0.6455702444560039,0.03536243575549092,0.43040243950806123,0.5100168523182502,0.536177494703452,0.6813925106038379,0.2775960977317661,0.1288605654663202,0.39267567654709434,0.9564057227959488,0.6275372363518429,-0.023420343184303243,0.44583175956066806,0.5134692126232235,8.927133065625288
0.8820414102298896,0.45860396176858587,0.7241676366115433,0.399025321703102,0.9040443929009577,0.6900250201912274,0.6996220542505167,0.3277204015571189,0.7567786427368892,0.6360610554471413,0.8948549473459474,0.42857596489697525,0.7092572618638632,0.4139037037841255,19.401491850284913
0.45813882726004285,0.5909841653236849,0.8577226441935546,0.45722345335385706,0.9518744768327362,0.5757511620448724,0.820767120701315,0.9088437184127384,0.8155238187685688,0.15941446344895593,0.4639865014313872,0.6184999507077168,0.868341039593826,0.46565452701817545,19.740269381440363
0.2586840668894077,0.8490383084285108,0.03330462654669619,0.9589827218634736,0.3553688484719296,0.3567068904025429,0.01632850268370789,0.18523232523618394,0.4012595008036087,0.9292914173027139,0.2621574786505084,0.8841869012606407,0.021345791053200447,0.9428597559054777,22.420730267651162
0.32670088176826007,0.23274412927905685,0.6144647064768743,0.03307459147550562,0.015606064446828216,0.42879572249823783,0.0680740739747202,0.2519409882460929,0.22116091534608384,0.2531911937228519,0.3270296326135709,0.2318072293566731,0.6083743529438382,0.055059701890204385,3.3695838743406066
0.9742562128180503,0.9903450015608939,0.4090540953730616,0.16295442604660537,0.6387617573665293,0.49030534654873714,0.9894097772844315,0.0653042071517802,0.7832344383138131,0.2883984973314939,0.9839377997162357,0.9777386272305407,0.4629966311153109,0.14872228432950402,6.423433428247526
0.5173085172022888,0.4240889884358493,0.554687808661419,0.28705151991962974,0.7065747062729789,0.414856869333564,0.36054556048589226,0.8286569145557378,0.9249669119531921,0.046007310887296926,0.532033176783195,0.40279123932572747,0.5411722834809499,0.27827005875622396,13.155164347985098
0.9689717046703518,0.9049483455499269,0.2965562650640299,0.9920112434144741,0.2494200410564512,0.1059061548822322,0.9509526110553941,0.2334202554680963,0.6897682650777505,0.05835635898058866,1.0154518494560658,0.9076265417366418,0.30125930247444904,0.9560418096760652,16.100134749267063
0.3742961833209161,0.7487882575401331,0.23780724253903884,0.171853099047643,0.4492916486877381,0.3044684073773195,0.8391891222586524,0.23774182601563876,0.5023894574892614,0.9425835996979304,0.3799923809724293,0.7230339615322554,0.2209023370411173,0.18295298847312796,13.383021430780033
0.6995750602247514,0.9679655666042271,0.9944007896476794,0.45182168266975964,0.07086977818420837,0.29279403144051885,0.15235470568773046,0.4174863747960118,0.13128932847325603,0.604117804020882,0.6877960822502183,1.0058015633561872,1.0267025668165193,0.4564479490320792,18.584505531846713
0.2748235698675966,0.5922304187618368,0.8967611582244098,0.4067333458357483,0.5520782766919708,0.2716527676061459,0.455444149450027,0.40171353537959864,0.24841346508297102,0.5058663838253084,0.276634443968153,0.5877063080944864,0.9048565108170185,0.4184844553355727,15.202043033176887
0.3335074657912753,0.9241587666207636,0.8623185468359024,0.04869029597552854,0.25364252425682277,0.4461355126592019,0.10462788874247408,0.3484759890334971,0.7400975256176825,0.6805144811428259,0.32714931050973317,0.8950532330281767,0.868736782828349,0.05311208302468417,12.952368482767968
0.6762424822774629,0.8792347630313271,0.5436780538280952,0.2826996509455366,0.03023525800598259,0.7103368289742134,0.007884103508440377,0.3726790698209955,0.5305372145627818,0.922111461767193,0.6593894278167793,0.877874698510486,0.523259071158637,0.29776622666365654,12.910790714862223
0.6222310588397949,0.2790679482285984,0.2097499496556351,0.11570323332709365,0.5771402440203418,0.695270005904686,0.6719571405958223,0.9488610207205074,0.0027032138935026984,0.647196653894036,0.6261602428312214,0.28368884605942835,0.22786554526748865,0.1704940867419306,11.248894419350625
0.6964824307014501,0.8136786497018634,0.5098071966215841,0.33396486959680916,0.7908401632274049,0.09724292563242465,0.44203563772992527,0.5199523745708382,0.6939564109345475,0.09088573203240946,0.6974706617582391,0.8283919000904455,0.5369631095564703,0.33163124073608685,17.40957030776392
0.6188261682413765,0.13346147093493443,0.9805801327872824,0.8717857347554929,0.502720761145324,0.922347981796633,0.5413807937571358,0.9233060678891631,0.8298973686033432,0.9682864102942973,0.6412617318109524,0.1648265936680967,0.9808905602068944,0.9428299183711785,18.7488395272053
