Gaussian,x,y,exponential,laplace,logistic,normal,poisson,rayleigh,triangular,uniform,weibull
0.006170046264235011,0.7565974493503828,-1.780795898936454,0.3287544295692258,0.5084779016437031,0.8110018418686725,1.4358189379685862,1.0,0.5748834712638787,1.8590854425416947,0.0002684112836777133,2.0496495647972726
0.06696312495333569,-1.2634832024413527,-0.06864890904104512,1.7861591366411698,0.5560378166607625,-3.3197555324548977,-0.544015630134172,1.0,1.9915542145606764,-0.07895023361002584,0.00035365695868402967,0.010551682609137216
0.06044066296221038,-1.0899717007278322,0.33652250608756695,0.4496236179904507,2.3560694437299223,0.6533071485837123,0.11363706047430285,2.0,2.409171297249675,0.3434063201016464,0.0038136594651893584,0.40328115250614854
0.13236566201705846,0.050692050877180705,-0.6748676711349808,0.558545119404309,-0.5765450813727014,4.267466354062956,-1.250028004690672,1.0,0.6229158781468629,-1.1420846747478648,0.004176238978896895,0.014904183283264507
0.11679308542551659,0.7219201714371997,0.8986370519125163,0.7444715968799543,-0.7161203693697374,-1.7841038630179564,0.3899016829016175,0.0,0.6419669655682264,0.8531867881138178,0.0012234805401534327,0.5387269843959388
0.12130373009118345,-0.9114443783779637,-0.4649081778616952,1.0989807670663476,-0.1070890231602717,3.3218948104834483,-0.22432956870665044,0.0,1.1826652383413545,0.9864430335439467,0.0013968323202271887,1.086904277930253
0.02226141165980308,-0.48244862439813274,-1.9708859050349823,2.2635807290246075,-0.30051829930978824,1.3666489940019517,0.3298597627193732,0.0,1.940600007255212,-0.5726120311452432,0.00407042863316485,2.519877434764928
0.03259971113783258,-1.1237947451241908,-1.84522810157367,1.4533989497236361,3.2765660936256804,1.9332997856243936,-0.6645562310378956,1.0,3.20605775265277,1.9172798022742557,0.0033205590466043877,0.0073363045139240605
0.012076070105893347,1.3285772486792549,-0.9970066588926607,0.310186091226802,-0.4349694205373085,-2.6023709321941584,-0.2825863323776405,0.0,0.7377795682358206,-0.5319998779762649,0.01335880662779402,0.7289316506901768
0.06211766277651296,1.122488957426083,-0.2646170221931251,1.0240986774964236,-0.778462397088739,2.6730462703276805,0.43610273754198314,0.0,1.3125110319816717,1.1325513289293716,0.014338366325275274,0.3803417605501121
0.10003429390501045,0.36551122251760443,1.0839273115946637,0.3785844917123362,0.5341569742487945,-0.6326140775291289,0.38891967384623344,1.0,1.600000674964012,1.680799274999326,0.018745095113586692,0.6886703426420362
0.1771065948786536,-0.10566495689125938,0.16414076293292942,1.0014201812191428,-0.31951383269924805,-1.8369196577886875,0.8669297304732186,1.0,0.6030877792936452,-1.9628705990113222,0.01596409088052681,1.0660124686724362
0.07089003834780849,-1.3765490603769979,-0.7761295542745228,1.618207150477497,0.4156874791048555,0.4956399266579924,-0.621897018665502,1.0,1.6982808567432524,-0.711182207640968,0.011426499735269128,1.1462289536780828
0.15936875168633266,-0.011753076167604348,0.45634008541679394,0.44243305912843855,-2.4021333385099175,-1.8128825753545175,0.8733080682053301,2.0,0.7066971908473304,-0.34254432983027705,0.012190921198256282,1.610871204145573
